"tiend_d","plaz_cv","nvlscc_","entrn_d","mts2vn_","prtsrf_","cjnsst_","sgmnt__","ld_bcc_","dataset","met_vnt","prcntj_","vnt_prm","dst_crc","nm_scls","nm_brrt","num_spr","nm_frmc","num_fcn","nm_stbl","nm_gsln","num_cmp","cvegeo","cve_ent","cve_mun","cve_agb","ambito","nom_ent","nom_mun","p6a11_n","p12a14n","p18ym_p","grapros","pocupad","pea","pder_ss","pobtot","p_18yms","p_18a24","p_60yms","pob0_14","pb15_64","pb65_ms","tothog","pobhog","vivtot","tvivhab","tvivpar","vvpr_hb","prom_cp","vph_ntr","lq_oxxo","lq_sevn","lq_brrt"
795,5,"C","Receso",108.54,11.7731092436975,8.63934426229508,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,90.5,776650.86047619,906.199570579857,0,0,0,0,0,7,0,0,"1904104560417","19","41","0417","Urbana","Nuevo León","Pesquería",4,0,270,10.37,436,447,713,822,551,147,20,243,573,6,261,822,336,261,335,260,3.15,134,5.42995169082126,0,0.66456912388876
666,5,"C","Hogar",115.21,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,955567.233809524,1054.12112127966,0,1,0,0,0,24,2,0,"1900600011399","19","6","1399","Urbana","Nuevo León","Apodaca",18,11,1155,12.15,1167,1179,2045,2371,1700,196,284,602,1555,214,700,2371,853,700,836,683,3.39,562,1.07558760683761,0.751305970149254,1.00263392389139
244,5,"CD","Hogar",128,12,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,914843.837619048,467.027445019017,7,8,1,1,0,125,1,0,"1900603791990","19","6","1990","Urbana","Nuevo León","Apodaca",8,11,1084,10.78,1363,1398,2444,2918,1905,421,124,799,2057,62,761,2918,929,761,915,747,3.83,609,0.992850098619329,0,1.07164111703372
647,5,"C","Hogar",121.89,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1160012.28761905,426.834039821647,3,5,0,0,0,92,0,1,"1900600011276","19","6","1276","Urbana","Nuevo León","Apodaca",10,6,3610,12.3,3374,3413,5603,6652,4722,1043,307,1494,4966,192,1862,6652,2096,1862,2042,1808,3.57,1647,1.48927514792899,0.924684270952928,0.909271250816486
661,5,"C","Hogar",114.88,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,744443.525238095,293.792222405211,0,9,1,0,0,25,0,0,"1904104560417","19","41","0417","Urbana","Nuevo León","Pesquería",4,0,270,10.37,436,447,713,822,551,147,20,243,573,6,261,822,336,261,335,260,3.15,134,5.42995169082126,0,0.66456912388876
631,5,"C","Hogar",121.89,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,835228.336190476,402.116106565026,6,9,0,1,0,120,0,2,"1900600011261","19","6","1261","Urbana","Nuevo León","Apodaca",5,3,1716,12.56,1505,1523,2390,2980,2134,470,146,619,2268,93,835,2980,935,835,879,779,3.57,763,0.537793803418803,3.00522388059701,0.949863717370794
664,5,"C","Hogar",114.11,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,846716.910476191,456.294793098613,1,6,0,1,0,51,2,1,"1900600011365","19","6","1365","Urbana","Nuevo León","Apodaca",12,7,1885,13.07,1631,1657,2734,3259,2322,426,225,760,2384,115,907,3259,1108,907,1092,891,3.59,820,1.22924297924298,0.85863539445629,0.964940919233822
797,5,"C","Receso",101.34,11.7731092436975,8.63934426229508,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,19,424713.63,293.792222405211,0,5,1,1,0,31,0,0,"1904104560417","19","41","0417","Urbana","Nuevo León","Pesquería",4,0,270,10.37,436,447,713,822,551,147,20,243,573,6,261,822,336,261,335,260,3.15,134,5.42995169082126,0,0.66456912388876
799,5,"C","Hogar",120.22,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,100,1130536.93952381,513.905303108535,0,0,0,0,0,10,1,0,"1900600012490","19","6","2490","Urbana","Nuevo León","Apodaca",6,4,1003,14.96,895,907,1457,1568,1084,115,53,438,1105,25,509,1568,601,509,578,486,3.08,476,6.45352564102564,0,0
646,5,"C","Hogar",97.46,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,66.7,535196.506190476,799.208515659862,1,11,0,0,0,34,0,0,"1904103370385","19","41","0385","Urbana","Nuevo León","Pesquería",5,9,598,10,1273,1286,1894,2206,1389,430,21,747,1451,8,617,2206,681,617,665,601,3.58,250,1.15637860082304,0,1.00080945442772
304,5,"C","Base",108,10,9,"Hogar Reunión","UT_CARRETERA_GAS","TRAIN",480000,95.2,800307.136666667,1480.04379892487,2,0,2,0,0,60,0,0,"1900600012240","19","6","2240","Urbana","Nuevo León","Apodaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45352564102564,0,0
777,5,"C","Hogar",94.33,14,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1021543.2852381,495.558578121993,8,19,0,0,0,167,0,1,"190060001055A","19","6","055A","Urbana","Nuevo León","Apodaca",6,5,2008,10.75,2264,2339,3795,4579,3506,572,547,900,3414,260,1233,4579,1347,1233,1346,1232,3.71,1024,0.307310744810745,0.85863539445629,1.14586734159016
634,5,"C","Hogar",120.05,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1039047.9252381,448.738914816583,4,5,0,0,0,30,0,0,"1900600010850","19","6","0850","Urbana","Nuevo León","Apodaca",24,19,2811,12.48,3040,3074,5083,5944,3785,521,160,1915,3945,84,1676,5944,1895,1676,1791,1572,3.55,1454,1.52846659919028,0.949018067556952,0.899870890140752
549,5,"B","Hogar",120.77,13,11,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,95.2,1047555.12428571,883.274792608456,4,32,0,0,0,110,0,0,"1904104560474","19","41","0474","Urbana","Nuevo León","Pesquería",23,21,714,8.99,2294,2321,3328,4480,2697,552,84,1578,2855,47,1274,4480,1703,1274,1691,1262,3.52,640,0.420501309390198,0,1.05870752203924
662,6,"C","Receso",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",516000,100,1617875.24857143,653.532068325879,0,2,0,0,0,13,1,0,"1904900010275","19","49","0275","Urbana","Nuevo León","Santiago",0,0,33,7.28,185,187,238,362,227,42,35,109,236,17,97,362,203,97,180,74,3.73,36,1.2991452991453,0,1.005291005291
623,6,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,616701.857619048,779.419804899002,2,11,0,0,0,49,0,1,"1900900010462","19","9","0462","Urbana","Nuevo León","Cadereyta Jiménez",5,4,398,8.74,779,832,1349,1739,1308,200,306,357,1188,194,536,1739,627,536,627,536,3.24,269,0.505583126550868,2.4112426035503,1.03701561596298
659,6,"C","Base",107.050117647059,11.5164835164835,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,674805.329047619,312.969923143682,2,6,0,5,0,323,0,2,"1903800010322","19","38","0322","Urbana","Nuevo León","Montemorelos",5,6,750,10.78,831,841,1514,1701,1411,140,514,202,1071,414,664,1701,807,664,776,633,2.56,526,1.45969498910675,5.58333333333333,0.747161394971614
626,6,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,825307.385238095,385.257765403045,7,12,0,2,0,171,0,0,"1900900010481","19","9","0481","Urbana","Nuevo León","Cadereyta Jiménez",5,6,571,10.26,609,619,1263,1438,1159,165,347,221,971,246,489,1438,615,489,611,485,2.94,315,1.14305750350631,0,1.01242236024845
88,6,"C","Receso",89.67,11,7,"Hogar Reunión","UT_CARRETERA_GAS","TRAIN",516000,100,1424662.08095238,674.722805427854,0,2,0,0,0,35,1,2,"1904900010330","19","49","0330","Urbana","Nuevo León","Santiago",15,10,266,8.55,787,795,1278,1471,1033,150,158,359,1007,105,447,1471,542,447,484,389,3.29,298,0.584615384615385,3.8,0.723809523809524
87,6,"C","Receso",121.22,14,10,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,100,2106664.57857143,707.109375219661,3,9,0,0,0,51,1,0,"1903300010557","19","33","0557","Urbana","Nuevo León","Linares",8,7,1070,10.24,1578,1613,3220,3584,2295,402,168,1111,2369,104,1033,3584,1333,1033,1329,1029,3.47,638,1.11517857142857,0,1.04706586826347
622,6,"C","Base",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,715310.569047619,227.225128698207,6,1,2,1,0,135,0,0,"1900900010496","19","9","0496","Urbana","Nuevo León","Cadereyta Jiménez",5,6,482,10.54,537,543,999,1246,958,137,277,234,803,209,419,1246,561,419,536,394,2.97,236,3.69707661290323,0,0.536184210526316
21,6,"CD","Hogar",99,9,9.16666666666667,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,100,1196304.0452381,803.671548274481,4,18,0,1,0,93,0,0,"1903800010642","19","38","0642","Urbana","Nuevo León","Montemorelos",7,4,223,8.54,500,505,928,1097,814,98,221,233,722,142,337,1097,377,337,370,330,3.26,196,0.345717234262126,0,1.15827890895121
621,6,"C","Base",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",480000,95.2,769998.798095238,671.846841142153,0,13,0,0,0,50,0,0,"1900900010956","19","9","0956","Urbana","Nuevo León","Cadereyta Jiménez",41,20,493,8.83,1417,1438,2807,3359,2100,385,82,1083,2233,42,1036,3359,1423,1036,1310,923,3.24,440,0.469470046082949,0,1.13802363050483
84,6,"C","Hogar",96.9,12,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1442520.92,394.102284335109,6,6,0,0,0,168,0,0,"1904900010114","19","49","0114","Urbana","Nuevo León","Santiago",15,6,677,10.49,736,751,1305,1618,1294,165,432,263,1038,317,555,1618,690,555,546,411,2.92,411,0.974358974358974,0.791666666666667,1.05555555555556
83,6,"C","Hogar",106.7,13,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1044917.52904762,280.375385065343,7,1,0,0,0,81,0,0,"1900900010532","19","9","0532","Urbana","Nuevo León","Cadereyta Jiménez",10,10,754,11.41,608,615,1333,1496,1206,157,331,246,1044,206,484,1496,538,484,478,424,3.09,439,3.28629032258065,0,0.612781954887218
82,6,"CD","Base",112.21,13,6,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1360663.42190476,679.953789675882,3,14,0,1,0,106,0,0,"1903300010684","19","33","0684","Urbana","Nuevo León","Linares",3,4,551,9.27,836,855,1652,1870,1386,210,354,402,1200,268,581,1870,712,581,710,579,3.22,300,0.24781746031746,0,1.3960878243513
81,6,"D","Hogar",114.06,13,6,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,1117702.98047619,745.52471586649,4,6,0,0,0,47,1,0,"1900900010941","19","9","0941","Urbana","Nuevo León","Cadereyta Jiménez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938940092165898,0,1.05048335123523
22,6,"C","Hogar",78,10,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,912580.471904762,917.513350876086,3,6,0,0,0,35,0,0,"190090001066A","19","9","066A","Urbana","Nuevo León","Cadereyta Jiménez",9,20,1150,10.98,1411,1432,2333,2951,2056,391,205,747,2106,98,861,2951,939,861,834,756,3.43,632,2.02233250620347,0,0.848467322151533
107,6,"C","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1410243.61190476,1389.81702552585,5,14,0,0,0,75,0,0,"1903300011061","19","33","1061","Urbana","Nuevo León","Linares",0,0,21,11.31,21,21,36,49,32,9,73,13,35,53.5,13,49,17,13,17,13,3.77,11,0.24781746031746,0,1.3960878243513
719,6,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1188794.94809524,313.300291850266,4,22,0,0,0,76,0,0,"1900900010994","19","9","0994","Urbana","Nuevo León","Cadereyta Jiménez",10,9,344,9.32,823,829,1468,1716,1073,268,37,571,1122,23,525,1716,817,525,768,476,3.27,165,0.674110835401158,0,1.09986504723347
106,6,"C","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1876432.87904762,542.366497709769,0,2,0,0,0,35,0,0,"1903800010695","19","38","0695","Urbana","Nuevo León","Montemorelos",3,3,932,13.76,821,828,1385,1622,1105,173,105,435,1119,68,510,1622,648,510,632,494,3.18,446,2.18954248366013,0,0.815085158150851
105,6,"C","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1310410.70619048,873.571909141547,4,17,0,0,0,48,1,0,"1903800010360","19","38","0360","Urbana","Nuevo León","Montemorelos",8,11,315,8.43,760,770,1291,1559,1176,146,330,309,1008,242,525,1559,676,525,660,509,2.97,225,1.05098039215686,0,1.02700729927007
103,6,"C","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,986792.039047619,587.863794427218,4,23,0,0,0,110,0,1,"1900400010339","19","4","0339","Urbana","Nuevo León","Allende",14,21,325,8.02,1145,1150,1860,2241,1540,299,192,588,1526,127,601,2241,640,601,598,559,3.73,362,0.208405797101449,0.845882352941177,1.20928702010969
102,6,"CD","Hogar",109.079797979798,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1208911.32238095,958.139416949257,0,10,0,0,0,42,0,0,"1903800010731","19","38","0731","Urbana","Nuevo León","Montemorelos",7,5,565,9.56,1246,1275,2218,2602,1607,273,93,832,1722,48,728,2602,884,728,876,720,3.57,444,0.597147950089127,0,1.1114797611148
699,6,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,713994.909047619,741.50022676245,2,5,0,1,0,22,0,0,"1900900010833","19","9","0833","Urbana","Nuevo León","Cadereyta Jiménez",11,14,556,10.38,838,845,1617,1731,1164,191,84,431,1248,52,555,1731,637,555,594,512,3.12,365,1.09543010752688,0,1.02130325814536
654,6,"C","Base",107.050117647059,11.5164835164835,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1478808.84095238,561.223144619234,0,5,0,1,0,49,0,0,"190380001038A","19","38","038A","Urbana","Nuevo León","Montemorelos",7,6,673,12.41,582,584,1031,1162,935,226,234,185,805,172,403,1162,564,403,508,347,2.88,338,1.09477124183007,0,1.01885644768856
98,6,"C","Receso",128.13,12,5,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,100,1408475.78285714,546.444456643623,1,1,0,0,0,50,1,0,"1902900010075","19","29","0075","Urbana","Nuevo León","Hualahuises",0,3,177,9.91,187,188,413,471,369,46,109,79,307,85,149,471,224,149,224,149,3.16,98,1.75,0,0.7
97,6,"C","Hogar",113.55,13,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",490000,95.2,908734.2,344.163994189593,4,5,0,0,0,148,0,1,"1903800010322","19","38","0322","Urbana","Nuevo León","Montemorelos",5,6,750,10.78,831,841,1514,1701,1411,140,514,202,1071,414,664,1701,807,664,776,633,2.56,526,1.45969498910675,5.58333333333333,0.747161394971614
648,6,"C","Base",112.663425925926,11.7731092436975,8.63934426229508,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",480000,90.5,595886.865238095,394.584872899384,0,0,0,0,0,43,0,0,"1900400010377","19","4","0377","Urbana","Nuevo León","Allende",6,9,245,8.9,560,566,936,1088,795,144,164,225,735,125,346,1088,402,346,378,322,3.14,177,5.21014492753623,0,0
95,6,"C","Hogar",107.87,12,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1150385.64809524,823.696755290357,2,11,0,0,0,45,0,0,"1903300010557","19","33","0557","Urbana","Nuevo León","Linares",8,7,1070,10.24,1578,1613,3220,3584,2295,402,168,1111,2369,104,1033,3584,1333,1033,1329,1029,3.47,638,1.11517857142857,0,1.04706586826347
94,6,"C","Hogar",124.93,13,11,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1254293.29428571,61.9783334368045,1,5,0,0,0,83,1,1,"190040001031A","19","4","031A","Urbana","Nuevo León","Allende",7,3,195,7.84,607,612,1286,1444,1068,168,277,319,921,204,484,1444,577,484,515,422,2.98,252,0.744306418219462,3.02100840336134,0.938887437973361
93,6,"C","Receso",92.17,11,6,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,90.5,683714.37,852.021628763442,0,0,1,0,0,3,1,0,"1900900011009","19","9","1009","Urbana","Nuevo León","Cadereyta Jiménez",0,6,41,11.3,50,50,79,95,63,15,0,32,63,0,25,95,441,25,439,23,3.8,12,1.14305750350631,0,1.01242236024845
92,6,"B","Receso",121.2,12,11,"Parada Técnica","UT_DENSIDAD","TRAIN",516000,100,1656305.85857143,394.584872899384,0,1,0,0,0,32,2,0,"1900400010288","19","4","0288","Urbana","Nuevo León","Allende",0,0,3,5.41,33,33,73,79,61,5,23,13,44,22,20,57,25,21,24,20,2.85,3,2.60507246376812,0,0.657221206581353
627,6,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,748538.58047619,264.95116347254,4,3,0,1,0,124,1,0,"1904900010190","19","49","0190","Urbana","Nuevo León","Santiago",3,4,661,10.98,698,704,1338,1474,1162,167,317,238,998,238,490,1474,590,490,522,422,3.01,367,1.46153846153846,0,0.904761904761905
91,6,"C","Hogar",126.7,11,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1130622.99142857,924.289774770117,5,12,0,0,0,49,0,0,"190330001067A","19","33","067A","Urbana","Nuevo León","Linares",0,0,327,8.64,651,665,1295,1462,1037,169,213,347,959,156,401,1462,483,401,482,400,3.65,221,0.285943223443223,0,1.38074619990788
282,6,"BC","Receso",114,13,8.63934426229508,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,100,1199330.67142857,541.083579966187,0,1,1,0,0,37,2,0,"1903300010468","19","33","0468","Urbana","Nuevo León","Linares",5,7,721,10.48,739,759,1487,1759,1392,199,436,292,1150,317,563,1753,716,564,715,563,3.11,355,0.929315476190476,0,1.12185628742515
58,6,"C","Receso",83.65,12,2,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,81,601110.673809524,184.551355651587,7,3,1,1,0,202,2,1,"1903800010341","19","38","0341","Urbana","Nuevo León","Montemorelos",3,6,455,12.51,377,380,668,761,621,94,199,107,511,140,256,753,406,257,396,247,2.94,220,2.68716577540107,4.56818181818182,0.555739880557399
31,6,"C","Hogar",112,9,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1331902.53714286,587.863794427218,2,16,1,0,0,86,0,0,"1900400010184","19","4","0184","Urbana","Nuevo León","Allende",3,4,159,8.05,439,446,785,924,607,137,79,271,593,60,256,924,274,256,239,221,3.61,155,0.306479113384484,0,1.23712227121196
55,6,"C","Base",115.53,12,10,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",480000,100,1427566.84857143,445.546634927523,1,2,0,0,0,24,1,0,"1904900010256","19","49","0256","Urbana","Nuevo León","Santiago",3,4,232,10.32,327,330,606,1123,479,87,89,207,459,65,316,1028,487,319,359,191,3.25,106,1.94871794871795,0,0.603174603174603
54,6,"CD","Base",121.5,12,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,946547.29,757.924063297615,2,4,0,1,0,37,0,0,"1903800010661","19","38","0661","Urbana","Nuevo León","Montemorelos",4,6,169,8.31,546,550,957,1117,769,139,145,279,741,97,311,1117,464,311,458,305,3.59,160,1.31372549019608,0,0.978102189781022
33,6,"C","Base",123.53,10,5,"Hogar Reunión","UT_TRAFICO_PEATONAL","TRAIN",480000,90.5,1302902.42095238,1331.18296567758,5,2,0,0,0,82,0,0,"1902200010318","19","22","0318","Urbana","Nuevo León","General Terán",5,5,150,8.26,371,371,723,901,613,81,149,250,552,99,269,901,368,269,368,269,3.35,86,0.5,0,2
33,6,"C","Base",123.53,10,5,"Hogar Reunión","UT_TRAFICO_PEATONAL","TRAIN",480000,90.5,1302902.42095238,1331.18296567758,5,2,0,0,0,82,0,0,"1902200010318","19","22","0318","Urbana","Nuevo León","General Terán",5,5,150,8.26,371,371,723,901,613,81,149,250,552,99,269,901,368,269,368,269,3.35,86,1.6421568627451,0,0.916970802919708
34,6,"C","Base",116,10,8.91304347826087,"Clásico","UT_DENSIDAD","TRAIN",480000,100,1041071.16095238,324.709890843081,10,7,1,2,0,425,0,0,"1900400010127","19","4","0127","Urbana","Nuevo León","Allende",5.5,0,230,11.88,240,241,379,431,364,46,136,57,259,115,169,431,194,169,175,150,2.55,123,1.87565217391304,1.69176470588235,0.736087751371115
35,6,"C","Receso",96,10,8.63934426229508,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,85.7,752889.855714286,511.459759344477,2,1,0,0,0,24,1,0,"1903300010557","19","33","0557","Urbana","Nuevo León","Linares",8,7,1070,10.24,1578,1613,3220,3584,2295,402,168,1111,2369,104,1033,3584,1333,1033,1329,1029,3.47,638,1.11517857142857,0,1.04706586826347
51,6,"D","Base",110.27,12,6,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,90.5,1283812.15952381,792.068782242396,0,7,0,0,0,68,1,0,"1903300010665","19","33","0665","Urbana","Nuevo León","Linares",5,3,279,8.68,564,587,1116,1297,924,192,179,305,865,127,357,1297,433,357,433,357,3.63,167,0.464657738095238,0,1.30883233532934
59,6,"CD","Base",142.67,12,10,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,1044043.11047619,303.98086641112,0,0,0,0,0,11,1,0,"1902200010479","19","22","0479","Urbana","Nuevo León","General Terán",5,3,65,7.47,353,366,689,766,508,73,105,212,480,74,223,766,275,223,274,222,3.43,29,1.5,0,0
36,6,"C","Hogar",109.93,12,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1209474.77,684.415760175268,4,12,0,0,0,57,0,0,"1903800010680","19","38","0680","Urbana","Nuevo León","Montemorelos",29,24,692,8.88,2016,2036,3297,3654,2487,439,363,967,2459,228,1055,3654,1293,1055,1253,1015,3.46,549,0.505279034690799,0,1.12857944974733
49,6,"C","Receso",109,10,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",516000,100,1663235.14285714,560.978749544151,4,5,0,0,0,62,0,0,"1904900010167","19","49","0167","Urbana","Nuevo León","Santiago",3,8,1059,10.57,1381,1405,2380,2734,2037,299,517,580,1759,395,841,2734,1011,841,840,670,3.25,535,0.487179487179487,0,1.50793650793651
618,6,"C","Base",112.663425925926,11.7731092436975,8.63934426229508,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,724246.984761905,1490.55566681913,0,0,0,0,0,13,0,1,"190090001073A","19","9","073A","Urbana","Nuevo León","Cadereyta Jiménez",0,6,14,7.62,67,68,107,119,88,13,26,26,75,18,42,119,66,42,63,39,2.83,18,5.25806451612903,6.26923076923077,0
48,6,"C","Hogar",99.74,12,6,"Parada Técnica","UT_GAS_URBANA","TRAIN",490000,95.2,1124838.09285714,65.6870514732249,8,3,1,0,0,127,1,0,"1903800010318","19","38","0318","Urbana","Nuevo León","Montemorelos",7,6,472,11.6,395,398,687,880,727,137,200,112,619,149,323,880,361,323,353,315,2.72,211,0.5,0,2
48,6,"C","Hogar",99.74,12,6,"Parada Técnica","UT_GAS_URBANA","TRAIN",490000,95.2,1124838.09285714,65.6870514732249,8,3,1,0,0,127,1,0,"1903800010318","19","38","0318","Urbana","Nuevo León","Montemorelos",7,6,472,11.6,395,398,687,880,727,137,200,112,619,149,323,880,361,323,353,315,2.72,211,1.6421568627451,0,0.916970802919708
47,6,"C","Hogar",79.57,12,6,"Hogar Reunión","UT_TRAFICO_PEATONAL","TRAIN",490000,95.2,866835.086190476,426.636828411214,5,7,0,2,1,123,0,0,"1903300010595","19","33","0595","Urbana","Nuevo León","Linares",15,24,588,9.23,872,883,1674,1891,1434,214,373,357,1242,290,578,1891,714,578,699,563,3.27,356,0.782581453634085,0,1.18090135518437
46,6,"C","Hogar",106.51,12,11,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,840362.072380952,402.313129754672,2,2,0,0,0,38,1,0,"1900900010369","19","9","0369","Urbana","Nuevo León","Cadereyta Jiménez",0,0,119,10.67,166,167,220,263,187,23,11,70,184,9,95,263,139,95,131,87,2.77,69,2.19086021505376,0,0.817042606516291
615,6,"C","Base",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,651557.82047619,207.467956461623,6,5,2,0,0,196,1,1,"1903800010341","19","38","0341","Urbana","Nuevo León","Montemorelos",3,6,455,12.51,377,380,668,761,621,94,199,107,511,140,256,753,406,257,396,247,2.94,220,2.68716577540107,4.56818181818182,0.555739880557399
42,6,"D","Hogar",92.84,12,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,754839.523333333,573.236378245481,4,9,0,0,0,52,0,0,"1900900010960","19","9","0960","Urbana","Nuevo León","Cadereyta Jiménez",0,6,6,8.26,32,32,55,62,39,5,226.5,22,39,155,17,62,25,17,24,16,3.65,9,0.657258064516129,0,1.10300751879699
39,6,"C","Receso",91.34,12,7,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,85.7,710317.21047619,1831.68470398868,0,1,0,0,0,15,1,0,"1901300010639","19","13","0639","Urbana","Nuevo León","China",3,0,28,7.66,83,88,180,198,141,12,40,51,123,24,61,198,98,61,98,61,3.25,29,1.875,0,0.681818181818182
71,6,"C","Base",100.28,13,10,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,640629.725714286,453.220650494746,3,1,2,1,0,109,2,2,"1900900010373","19","9","0373","Urbana","Nuevo León","Cadereyta Jiménez",7,6,548,12.24,420,424,877,954,742,156,100,166,740,48,293,954,319,293,288,262,3.26,255,1.64314516129032,15.6730769230769,0.306390977443609
23,6,"C","Receso",95,10,7.28571428571429,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,95.2,888835.699523809,465.686453533378,7,0,0,0,0,24,0,0,"1903300010434","19","33","0434","Urbana","Nuevo León","Linares",6,4,536,9.72,856,883,1664,1816,1286,215,231,423,1230,163,519,1816,678,519,668,509,3.5,321,2.97380952380952,0,0.299161676646707
75,6,"C","Receso",104.8,13,6,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,100,1422630.50809524,228.855546370892,4,2,3,0,0,203,0,0,"1903300010561","19","33","0561","Urbana","Nuevo León","Linares",4,0,389,12.17,344,356,629,742,575,77,162,141,486,115,243,742,340,243,340,243,3.05,199,1.96796218487395,0,0.703909827404016
24,6,"BC","Receso",93,10,8.91304347826087,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",516000,90.5,649247.287619048,209.290339994194,6,4,0,1,0,294,1,0,"1903800010356","19","38","0356","Urbana","Nuevo León","Montemorelos",7,6,245,12.03,189,192,374,426,349,35,158,52,244,124,167,426,236,167,231,162,2.55,137,2.46323529411765,2.79166666666667,0.662256690997567
